Categoría,Unidad regional,Nivel,Nivel académico,Programa académico,Cantidad,Año,Periodo
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,48,2011,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,50,2012,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,52,2012,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,84,2013,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,41,2013,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,88,2014,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,44,2014,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,63,2015,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,39,2015,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,45,2016,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,42,2016,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,51,2017,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,44,2017,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,48,2018,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,51,2018,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,59,2019,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,55,2019,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,44,2020,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,42,2020,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,39,2021,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,47,2021,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,46,2022,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,44,2022,IIPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,39,2023,IPA
Admitidos,Fusagasugá,Pregrado,Profesional universitario,Zootecnia,35,2023,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,36,2007,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,86,2007,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,66,2008,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,84,2008,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,85,2009,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,91,2009,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,83,2010,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,86,2010,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,82,2011,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,75,2011,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,79,2012,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,84,2012,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,77,2013,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,91,2013,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,78,2014,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,82,2014,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,87,2015,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,92,2015,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,86,2016,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,82,2016,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,86,2017,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,74,2017,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,79,2018,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,79,2018,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,69,2019,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,64,2019,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,54,2020,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,46,2020,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,61,2021,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,78,2021,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,51,2022,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,73,2022,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,66,2023,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Administración de empresas,78,2023,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,17,2007,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,41,2007,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,41,2008,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,41,2008,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,40,2009,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,40,2009,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,42,2010,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,44,2010,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,44,2011,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,42,2011,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,41,2012,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,44,2012,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,45,2013,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,68,2013,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,0,2014,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,0,2014,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,42,2015,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,41,2015,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,41,2016,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,43,2016,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,42,2017,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,44,2017,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,44,2018,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,43,2018,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,45,2019,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,43,2019,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,42,2020,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,40,2020,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,41,2021,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,40,2021,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,42,2022,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,41,2022,IIPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,40,2023,IPA
Admitidos,Girardot,Pregrado,Profesional universitario,Enfermería,41,2023,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2007,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2007,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2008,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2008,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2009,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2009,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2010,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2010,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2011,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2011,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2012,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2012,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2013,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2013,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2014,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2014,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,14,2015,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,11,2015,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,13,2016,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,14,2016,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,18,2017,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,8,2017,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2018,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,8,2018,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,9,2019,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,9,2019,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2020,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,16,2020,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,11,2021,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2021,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,2,2022,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2022,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2023,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en educación ambiental y desarrollo de la comunidad,0,2023,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2007,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2007,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2008,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,31,2008,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2009,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2009,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2010,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2010,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2011,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2011,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2012,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2012,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2013,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2013,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2014,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2014,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2015,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2015,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2016,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2016,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2017,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2017,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2018,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2018,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2019,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2019,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2020,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2020,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2021,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2021,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2022,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2022,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2023,IPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia de servicios de salud,0,2023,IIPA
Admitidos,Girardot,Posgrado,Especialización,Especialización en gerencia para el desarrollo organizacional,0,2007,IPA
